seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr5	40835046	40835689	644	*	X03495	6167	40831430	40835387	3958	-	0	overlapStart	0	RPL37
chr5	41510765	41510794	30	*	X03496	345557	41307048	41510730	203683	-	34	upstream	34	PLCXD3
chr5	41904426	41904432	7	*	X03497	285636	41904470	41921738	17269	+	37	upstream	37	C5orf51
chr5	41904455	41904675	221	*	X03498	285636	41904470	41921738	17269	+	0	overlapStart	0	C5orf51
chr5	41925193	41925561	369	*	X03499	26272	41925356	41941672	16317	+	0	overlapStart	0	FBXO4
chr5	43066429	43066472	44	*	X03505	100506639	43067125	43093660	26536	+	652	upstream	652	LOC100506639
chr5	43066531	43066747	217	*	X03506	100506639	43067125	43093660	26536	+	377	upstream	377	LOC100506639
chr5	43066873	43067208	336	*	X03507	100132356	43065289	43067073	1785	-	0	overlapStart	0	LOC100132356
chr5	43066873	43067208	336	*	X03507	100506639	43067125	43093660	26536	+	0	overlapStart	0	LOC100506639
chr5	43067238	43067250	13	*	X03508	100132356	43065289	43067073	1785	-	164	upstream	164	LOC100132356
chr5	43067238	43067250	13	*	X03508	100506639	43067125	43093660	26536	+	0	inside	112	LOC100506639
chr5	43120862	43121153	292	*	X03510	7690	43120985	43192123	71139	+	0	overlapStart	0	ZNF131
chr5	43483510	43483958	449	*	X03515	64417	43444354	43483992	39639	-	0	inside	33	TMEM267
chr5	43484019	43484177	159	*	X03516	64417	43444354	43483992	39639	-	26	upstream	26	TMEM267
chr5	43557063	43557230	168	*	X03518	10605	43526370	43557521	31152	-	0	inside	290	PAIP1
chr5	43557243	43557296	54	*	X03519	10605	43526370	43557521	31152	-	0	inside	224	PAIP1
chr5	44809135	44809308	174	*	X03520	10884	44809027	44815618	6592	+	0	inside	107	MRPS30
chr5	52285152	52285204	53	*	X03526	3673	52285156	52390609	105454	+	0	overlapStart	0	ITGA2
chr5	52285256	52285285	30	*	X03527	3673	52285156	52390609	105454	+	0	inside	99	ITGA2
chr5	52405287	52405540	254	*	X03530	257396	52405687	52410952	5266	+	146	upstream	146	LOC257396
chr5	52405287	52405540	254	*	X03530	4338	52393895	52405598	11704	-	0	inside	57	MOCS2
chr5	52405559	52405835	277	*	X03531	257396	52405687	52410952	5266	+	0	overlapStart	0	LOC257396
chr5	52405559	52405835	277	*	X03531	4338	52393895	52405598	11704	-	0	overlapStart	0	MOCS2
chr5	52856405	52856692	288	*	X03535	4724	52856465	52979171	122707	+	0	overlapStart	0	NDUFS4
chr5	53606570	53606664	95	*	X03536	54622	53180614	53606403	425790	-	166	upstream	166	ARL15
chr5	53813366	53813383	18	*	X03537	112574	53813589	53842416	28828	+	205	upstream	205	SNX18
chr5	54529418	54529691	274	*	X03542	10309	54526981	54529508	2528	-	0	overlapStart	0	CCNO
chr5	54603416	54603944	529	*	X03543	23517	54603576	54721409	117834	+	0	overlapStart	0	MTREX
chr5	54603416	54603944	529	*	X03543	54505	54552073	54603521	51449	-	0	overlapStart	0	DHX29
chr5	56110184	56110538	355	*	X03544	4214	56110900	56191978	81079	+	361	upstream	361	MAP3K1
chr5	56469034	56469278	245	*	X03547	65056	56469775	56560506	90732	+	496	upstream	496	GPBP1
chr5	57755997	57756015	19	*	X03548	10769	57749810	57755966	6157	-	30	upstream	30	PLK2
chr5	57756056	57756084	29	*	X03549	10769	57749810	57755966	6157	-	89	upstream	89	PLK2
chr5	57878653	57878776	124	*	X03550	115827	57878939	58147406	268468	+	162	upstream	162	RAB3C
chr5	57878864	57879037	174	*	X03551	115827	57878939	58147406	268468	+	0	overlapStart	0	RAB3C
chr5	60139996	60140143	148	*	X03557	79993	60047616	60140101	92486	-	0	overlapStart	0	ELOVL7
chr5	60458068	60458295	228	*	X03558	643155	60453536	60458302	4767	-	0	inside	6	SMIM15
chr5	60458325	60458335	11	*	X03559	643155	60453536	60458302	4767	-	22	upstream	22	SMIM15
chr5	60458347	60458360	14	*	X03560	643155	60453536	60458302	4767	-	44	upstream	44	SMIM15
chr5	60626735	60627181	447	*	X03561	57688	60628100	60841999	213900	+	918	upstream	918	ZSWIM6
chr5	60627213	60627288	76	*	X03562	57688	60628100	60841999	213900	+	811	upstream	811	ZSWIM6
chr5	61602088	61602168	81	*	X03563	3796	61601989	61683011	81023	+	0	inside	98	KIF2A
chr5	61708599	61708703	105	*	X03564	51194	61708573	61924416	215844	+	0	inside	25	IPO11
chr5	64777668	64777864	197	*	X03567	11174	64444563	64777704	333142	-	0	overlapStart	0	ADAMTS6
chr5	64920384	64920414	31	*	X03568	373	64885507	64920187	34681	-	196	upstream	196	TRIM23
chr5	64920384	64920414	31	*	X03568	80006	64920558	64961954	41397	+	143	upstream	143	TRAPPC13
chr5	64920477	64920515	39	*	X03569	373	64885507	64920187	34681	-	289	upstream	289	TRIM23
chr5	64920477	64920515	39	*	X03569	80006	64920558	64961954	41397	+	42	upstream	42	TRAPPC13
chr5	65220790	65220803	14	*	X03570	55914	65222382	65376851	154470	+	1578	upstream	1578	ERBIN
chr5	65221569	65221582	14	*	X03571	55914	65222382	65376851	154470	+	799	upstream	799	ERBIN
chr5	65221604	65221800	197	*	X03572	55914	65222382	65376851	154470	+	581	upstream	581	ERBIN
chr5	65439929	65440030	102	*	X03573	140890	65440046	65479444	39399	+	15	upstream	15	SREK1
chr5	65440071	65440505	435	*	X03574	140890	65440046	65479444	39399	+	0	inside	24	SREK1
chr5	67511601	67511943	343	*	X03578	5295	67511584	67597649	86066	+	0	inside	16	PIK3R1
chr5	68389891	68389986	96	*	X03583	64924	68389776	68426899	37124	+	0	inside	114	SLC30A5
chr5	68390039	68390074	36	*	X03584	64924	68389776	68426899	37124	+	0	inside	262	SLC30A5
chr5	68530596	68530636	41	*	X03585	1022	68530622	68573257	42636	+	0	overlapStart	0	CDK7
chr5	68530675	68530690	16	*	X03586	1022	68530622	68573257	42636	+	0	inside	52	CDK7
chr5	68628472	68628807	336	*	X03587	202243	68576519	68628620	52102	-	0	overlapStart	0	CCDC125
chr5	68665196	68665305	110	*	X03588	5884	68665124	68710630	45507	+	0	inside	71	RAD17
chr5	68665389	68665407	19	*	X03589	5884	68665124	68710630	45507	+	0	inside	264	RAD17
chr5	68665518	68665571	54	*	X03590	6880	68647553	68665840	18288	-	0	inside	268	TAF9
chr5	68711059	68711261	203	*	X03591	153562	68710939	68738984	28046	+	0	inside	119	MARVELD2
chr5	70751452	70751471	20	*	X03592	55814	70751442	70863649	112208	+	0	inside	9	BDP1
chr5	70883110	70883163	54	*	X03593	64087	70883115	70954530	71416	+	0	overlapStart	0	MCCC2
chr5	70883214	70883303	90	*	X03594	64087	70883115	70954530	71416	+	0	inside	98	MCCC2
chr5	71615977	71616259	283	*	X03596	23107	71515236	71616084	100849	-	0	overlapStart	0	MRPS27
chr5	71615977	71616259	283	*	X03596	79810	71616200	71656038	39839	+	0	overlapStart	0	PTCD2
chr5	72112519	72112647	129	*	X03597	3842	72112418	72210215	97798	+	0	inside	100	TNPO1
chr5	72251840	72251948	109	*	X03599	115548	72251808	72386349	134542	+	0	inside	31	FCHO2
chr5	72252084	72252269	186	*	X03600	115548	72251808	72386349	134542	+	0	inside	275	FCHO2
chr5	72416356	72416375	20	*	X03602	134285	72416388	72427644	11257	+	12	upstream	12	TMEM171
chr5	72416497	72416527	31	*	X03603	134285	72416388	72427644	11257	+	0	inside	108	TMEM171
chr5	72416616	72416664	49	*	X03604	134285	72416388	72427644	11257	+	0	inside	227	TMEM171
chr5	72793998	72794458	461	*	X03607	689	72794250	72801448	7199	+	0	overlapStart	0	BTF3
chr5	72921825	72921837	13	*	X03610	64283	72921983	73237818	315836	+	145	upstream	145	ARHGEF28
chr5	72921972	72922137	166	*	X03611	64283	72921983	73237818	315836	+	0	overlapStart	0	ARHGEF28
chr5	74062795	74062941	147	*	X03615	10412	74062816	74072737	9922	+	0	overlapStart	0	NSA2
chr5	74062795	74062941	147	*	X03615	84340	74017031	74063042	46012	-	0	inside	100	GFM2
chr5	74063029	74063244	216	*	X03616	10412	74062816	74072737	9922	+	0	inside	212	NSA2
chr5	74063029	74063244	216	*	X03616	84340	74017031	74063042	46012	-	0	overlapStart	0	GFM2
chr5	74532692	74532990	299	*	X03617	256006	74364122	74532703	168582	-	0	overlapStart	0	ANKRD31
chr5	74807223	74807259	37	*	X03618	51426	74807657	74895646	87990	+	397	upstream	397	POLK
chr5	74807284	74807384	101	*	X03619	51426	74807657	74895646	87990	+	272	upstream	272	POLK
chr5	75379065	75379309	245	*	X03620	22987	75379305	75621416	242112	+	0	overlapStart	0	SV2C
chr5	76114879	76114901	23	*	X03621	2150	76114833	76131140	16308	+	0	inside	45	F2RL1
chr5	76326100	76326119	20	*	X03622	55109	76326210	76361058	34849	+	90	upstream	90	AGGF1
chr5	76326131	76326309	179	*	X03623	55109	76326210	76361058	34849	+	0	overlapStart	0	AGGF1
chr5	76787958	76788313	356	*	X03626	55255	76728069	76788332	60264	-	0	inside	18	WDR41
chr5	76788369	76788378	10	*	X03627	55255	76728069	76788332	60264	-	36	upstream	36	WDR41
chr5	76788410	76788420	11	*	X03628	55255	76728069	76788332	60264	-	77	upstream	77	WDR41
chr5	76788436	76788455	20	*	X03629	55255	76728069	76788332	60264	-	103	upstream	103	WDR41
chr5	77071957	77072125	169	*	X03632	6902	76986995	77072185	85191	-	0	inside	59	TBCA
chr5	77072137	77072160	24	*	X03633	6902	76986995	77072185	85191	-	0	inside	24	TBCA
chr5	77590485	77590511	27	*	X03637	8546	77298150	77590579	292430	-	0	inside	67	AP3B1
chr5	77590614	77590702	89	*	X03638	8546	77298150	77590579	292430	-	34	upstream	34	AP3B1
chr5	77656174	77656292	119	*	X03639	9522	77656339	77776562	120224	+	46	upstream	46	SCAMP1
chr5	77656369	77656440	72	*	X03640	9522	77656339	77776562	120224	+	0	inside	29	SCAMP1
chr5	78531705	78531814	110	*	X03644	133746	78531925	78623038	91114	+	110	upstream	110	JMY
chr5	78809667	78809816	150	*	X03645	9456	78669647	78809659	140013	-	7	upstream	7	HOMER1
chr5	78810055	78810160	106	*	X03646	9456	78669647	78809659	140013	-	395	upstream	395	HOMER1
chr5	78907892	78907903	12	*	X03647	167153	78908243	78982471	74229	+	339	upstream	339	TENT2
chr5	78907917	78908156	240	*	X03648	167153	78908243	78982471	74229	+	86	upstream	86	TENT2
chr5	79286932	79287083	152	*	X03650	345778	79272539	79287088	14550	-	0	inside	4	MTX3
chr5	79287096	79287111	16	*	X03651	345778	79272539	79287088	14550	-	7	upstream	7	MTX3
chr5	79552078	79552153	76	*	X03652	256987	79407050	79551898	144849	-	179	upstream	179	SERINC5
chr5	79703902	79703928	27	*	X03653	9765	79703838	79775498	71661	+	0	inside	63	ZFYVE16
chr5	81046761	81046778	18	*	X03654	23635	80713179	81047072	333894	-	0	inside	293	SSBP2
chr5	81047309	81047442	134	*	X03655	23635	80713179	81047072	333894	-	236	upstream	236	SSBP2
chr5	81267831	81267845	15	*	X03657	83734	81267844	81551216	283373	+	0	overlapStart	0	ATG10
chr5	81267868	81267995	128	*	X03658	83734	81267844	81551216	283373	+	0	inside	23	ATG10
chr5	81574020	81574360	341	*	X03659	6228	81569139	81574235	5097	-	0	overlapStart	0	RPS23
chr5	81574020	81574360	341	*	X03659	92270	81575281	81614147	38867	+	920	upstream	920	ATP6AP1L
chr5	83017870	83017984	115	*	X03660	1404	82934017	83016896	82880	-	973	upstream	973	HAPLN1
chr5	85913816	85913878	63	*	X03661	1350	85913784	85916583	2800	+	0	inside	31	COX7C
chr5	87564636	87564694	59	*	X03663	100505894	87564699	87732491	167793	+	4	upstream	4	TMEM161B-AS1
chr5	87564636	87564694	59	*	X03663	153396	87491023	87564665	73643	-	0	overlapStart	0	TMEM161B
chr5	89705963	89705991	29	*	X03666	1070	89689529	89705603	16075	-	359	upstream	359	CETN3
chr5	89854339	89854536	198	*	X03667	84059	89854617	90460033	605417	+	80	upstream	80	ADGRV1
chr5	90675855	90675947	93	*	X03668	100129716	90676164	90716532	40369	+	216	upstream	216	ARRDC3-AS1
chr5	92917644	92917749	106	*	X03672	441094	92745065	92917003	171939	-	640	upstream	640	NR2F1-AS1
chr5	92917644	92917749	106	*	X03672	7025	92919043	92929786	10744	+	1293	upstream	1293	NR2F1
chr5	92956386	92956499	114	*	X03673	100313887	92956402	92956494	93	-	0	includeFeature	0	MIR2277
chr5	94982554	94982680	127	*	X03674	317671	94982481	94992849	10369	+	0	inside	72	RFESD
chr5	96270615	96270677	63	*	X03687	4012	96271346	96365115	93770	+	668	upstream	668	LNPEP
chr5	96270727	96270945	219	*	X03688	4012	96271346	96365115	93770	+	400	upstream	400	LNPEP
chr5	96271022	96271073	52	*	X03689	4012	96271346	96365115	93770	+	272	upstream	272	LNPEP
chr5	96271610	96271850	241	*	X03690	4012	96271346	96365115	93770	+	0	inside	263	LNPEP
chr5	98264641	98264670	30	*	X03692	100289230	98264838	98266713	1876	+	167	upstream	167	LOC100289230
chr5	107008462	107008523	62	*	X03696	1946	106712590	107006596	294007	-	1865	upstream	1865	EFNA5
chr5	108063763	108064156	394	*	X03697	100652853	108063526	108063962	437	-	0	overlapStart	0	LINC01023
chr5	109024934	109024954	21	*	X03700	4124	109025156	109203429	178274	+	201	upstream	201	MAN2A1
chr5	109025200	109025234	35	*	X03701	4124	109025156	109203429	178274	+	0	inside	43	MAN2A1
chr5	110427706	110428344	639	*	X03703	134430	110427870	110466200	38331	+	0	overlapStart	0	WDR36
chr5	110848058	110848213	156	*	X03704	100505678	110847924	111075423	227500	+	0	inside	133	STARD4-AS1
chr5	110848058	110848213	156	*	X03704	134429	110834022	110848233	14212	-	0	inside	19	STARD4
chr5	111496309	111496454	146	*	X03707	114915	111496223	111498198	1976	+	0	inside	85	EPB41L4A-AS1
chr5	111496309	111496454	146	*	X03707	654322	111497182	111497314	133	+	727	upstream	727	SNORA13
chr5	111496534	111496777	244	*	X03708	654322	111497182	111497314	133	+	404	upstream	404	SNORA13
chr5	112043297	112043382	86	*	X03709	324	112043202	112181936	138735	+	0	inside	94	APC
chr5	112257895	112257939	45	*	X03710	7905	112212081	112258031	45951	-	0	inside	91	REEP5
chr5	112258158	112258227	70	*	X03711	7905	112212081	112258031	45951	-	126	upstream	126	REEP5
chr5	112849079	112849139	61	*	X03713	64848	112849391	112930984	81594	+	251	upstream	251	YTHDC2
chr5	112849456	112849475	20	*	X03714	64848	112849391	112930984	81594	+	0	inside	64	YTHDC2
chr5	114598348	114598743	396	*	X03720	5229	114546527	114598569	52043	-	0	overlapStart	0	PGGT1B
chr5	114631971	114632281	311	*	X03721	153733	114602885	114632458	29574	-	0	inside	176	CCDC112
chr5	114880216	114880368	153	*	X03722	56929	114856608	114880591	23984	-	0	inside	222	FEM1C
chr5	114880662	114881025	364	*	X03723	56929	114856608	114880591	23984	-	70	upstream	70	FEM1C
chr5	114881040	114881061	22	*	X03724	56929	114856608	114880591	23984	-	448	upstream	448	FEM1C
chr5	114961532	114961779	248	*	X03726	100302736	114914339	114961876	47538	-	0	inside	96	TMED7-TICAM2
chr5	114961532	114961779	248	*	X03726	51014	114948905	114961876	12972	-	0	inside	96	TMED7
chr5	115152313	115152340	28	*	X03727	1036	115140430	115152405	11976	-	0	inside	64	CDO1
chr5	115152438	115152658	221	*	X03728	1036	115140430	115152405	11976	-	32	upstream	32	CDO1
chr5	115177163	115177266	104	*	X03729	1176	115177619	115249778	72160	+	352	upstream	352	AP3S1
chr5	115177163	115177266	104	*	X03729	9140	115163894	115177548	13655	-	0	inside	281	ATG12
chr5	115177570	115177618	49	*	X03730	1176	115177619	115249778	72160	+	0	upstream	0	AP3S1
chr5	115177570	115177618	49	*	X03730	9140	115163894	115177548	13655	-	21	upstream	21	ATG12
chr5	115177666	115177836	171	*	X03731	1176	115177619	115249778	72160	+	0	inside	46	AP3S1
chr5	115177666	115177836	171	*	X03731	9140	115163894	115177548	13655	-	117	upstream	117	ATG12
chr5	115178232	115178287	56	*	X03732	9140	115163894	115177548	13655	-	683	upstream	683	ATG12
chr5	115420601	115420850	250	*	X03733	51397	115420727	115628978	208252	+	0	overlapStart	0	COMMD10
chr5	115910361	115910655	295	*	X03734	57556	115779251	115910551	131301	-	0	overlapStart	0	SEMA6A
chr5	118323932	118323944	13	*	X03735	285605	118172569	118324240	151672	-	0	inside	295	DTWD2
chr5	118604468	118604702	235	*	X03736	25816	118604418	118730294	125877	+	0	inside	49	TNFAIP8
chr5	119799772	119799883	112	*	X03737	51334	119800019	120022964	222946	+	135	upstream	135	PRR16
chr5	119800052	119800090	39	*	X03738	51334	119800019	120022964	222946	+	0	inside	32	PRR16
chr5	119799896	119799945	50	*	X03739	51334	119800019	120022964	222946	+	73	upstream	73	PRR16
chr5	121297382	121297426	45	*	X03740	153443	121297656	121364295	66640	+	229	upstream	229	SRFBP1
chr5	121297439	121297616	178	*	X03741	153443	121297656	121364295	66640	+	39	upstream	39	SRFBP1
chr5	121297645	121297828	184	*	X03742	153443	121297656	121364295	66640	+	0	overlapStart	0	SRFBP1
chr5	121413876	121413903	28	*	X03744	4015	121398890	121414055	15166	-	0	inside	151	LOX
chr5	122110488	122110538	51	*	X03745	6643	122110691	122170234	59544	+	152	upstream	152	SNX2
chr5	122110550	122110594	45	*	X03746	6643	122110691	122170234	59544	+	96	upstream	96	SNX2
chr5	122110793	122111044	252	*	X03747	6643	122110691	122170234	59544	+	0	inside	101	SNX2
chr5	122372233	122372607	375	*	X03748	5480	122359078	122372425	13348	-	0	overlapStart	0	PPIC
chr5	122425003	122425240	238	*	X03749	93166	122424841	122523745	98905	+	0	inside	161	PRDM6
chr5	122758977	122759167	191	*	X03752	153241	122680579	122759286	78708	-	0	inside	118	CEP120
chr5	122759219	122759296	78	*	X03753	153241	122680579	122759286	78708	-	0	overlapStart	0	CEP120
chr5	125930696	125930998	303	*	X03758	501	125877533	125931082	53550	-	0	inside	83	ALDH7A1
chr5	125936525	125936719	195	*	X03759	51808	125936607	125962944	26338	+	0	overlapStart	0	PHAX
chr5	126853344	126853354	11	*	X03761	133619	126853309	126890780	37472	+	0	inside	34	PRRC1
chr5	126853401	126853412	12	*	X03762	133619	126853309	126890780	37472	+	0	inside	91	PRRC1
chr5	127873608	127873967	360	*	X03763	2201	127593601	127873916	280316	-	0	overlapStart	0	FBN2
chr5	128430088	128430126	39	*	X03764	51015	128430442	128449719	19278	+	315	upstream	315	ISOC1
chr5	129240194	129240692	499	*	X03765	337876	129240523	129522327	281805	+	0	overlapStart	0	CHSY3
chr5	129240820	129240854	35	*	X03766	337876	129240523	129522327	281805	+	0	inside	296	CHSY3
chr5	130500802	130501001	200	*	X03770	3094	130494976	130501041	6066	-	0	inside	39	HINT1
chr5	130599733	130599918	186	*	X03771	56990	130599702	130730382	130681	+	0	inside	30	CDC42SE2
chr5	131629233	131629282	50	*	X03777	6583	131630145	131679899	49755	+	862	upstream	862	SLC22A4
chr5	131629298	131629375	78	*	X03778	6583	131630145	131679899	49755	+	769	upstream	769	SLC22A4
chr5	131629823	131629852	30	*	X03779	6583	131630145	131679899	49755	+	292	upstream	292	SLC22A4
chr5	131705425	131705585	161	*	X03780	553103	131646969	131705608	58640	-	0	inside	22	MIR3936HG
chr5	131705425	131705585	161	*	X03780	6584	131705401	131731306	25906	+	0	inside	23	SLC22A5
chr5	132083393	132083408	16	*	X03782	645121	132083137	132089856	6720	+	0	inside	255	CCNI2
chr5	132113595	132113617	23	*	X03783	23176	132086509	132113561	27053	-	33	upstream	33	SEPTIN8
chr5	132149310	132149613	304	*	X03784	134548	132149033	132152489	3457	+	0	inside	276	SOWAHA
chr5	132202314	132202385	72	*	X03789	2661	132196878	132202576	5699	-	0	inside	190	GDF9
chr5	132202314	132202385	72	*	X03789	27089	132202319	132204536	2218	+	0	overlapStart	0	UQCRQ
chr5	132299162	132299186	25	*	X03790	27125	132211071	132299354	88284	-	0	inside	167	AFF4
chr5	133512412	133512610	199	*	X03792	6500	133492082	133512724	20643	-	0	inside	113	SKP1
chr5	133561685	133561774	90	*	X03793	5515	133532148	133561950	29803	-	0	inside	175	PPP2CA
chr5	133706920	133707163	244	*	X03798	51265	133541305	133706735	165431	-	184	upstream	184	CDKL3
chr5	133706920	133707163	244	*	X03798	7320	133706870	133727799	20930	+	0	inside	49	UBE2B
chr5	133707241	133707284	44	*	X03799	51265	133541305	133706735	165431	-	505	upstream	505	CDKL3
chr5	133747430	133747759	330	*	X03800	91368	133737756	133747598	9843	-	0	overlapStart	0	CDKN2AIPNL
chr5	133968352	133968736	385	*	X03804	51128	133936839	133968533	31695	-	0	overlapStart	0	SAR1B
chr5	133984202	133984445	244	*	X03805	10802	133984475	134063601	79127	+	29	upstream	29	SEC24A
chr5	134074067	134074149	83	*	X03806	819	134074170	134087850	13681	+	20	upstream	20	CAMLG
chr5	134074222	134074325	104	*	X03807	819	134074170	134087850	13681	+	0	inside	51	CAMLG
chr5	134094251	134094357	107	*	X03808	9879	134094461	134166812	72352	+	103	upstream	103	DDX46
chr5	134094425	134094622	198	*	X03809	9879	134094461	134166812	72352	+	0	overlapStart	0	DDX46
chr5	134181532	134181867	336	*	X03810	134553	134181370	134195425	14056	+	0	inside	161	C5orf24
